1.364000000000000057e+01,4.490000000000000213e+00,1.100000000000000089e+00,7.178000000000000114e+01,5.999999999999999778e-02,8.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.389000000000000057e+01,3.600000000000000089e+00,1.360000000000000098e+00,7.273000000000000398e+01,4.799999999999999822e-01,7.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.352999999999999936e+01,3.549999999999999822e+00,1.540000000000000036e+00,7.298999999999999488e+01,3.900000000000000133e-01,7.780000000000000249e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.321000000000000085e+01,3.689999999999999947e+00,1.290000000000000036e+00,7.260999999999999943e+01,5.699999999999999512e-01,8.220000000000000639e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.326999999999999957e+01,3.620000000000000107e+00,1.239999999999999991e+00,7.307999999999999829e+01,5.500000000000000444e-01,8.070000000000000284e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.278999999999999915e+01,3.609999999999999876e+00,1.620000000000000107e+00,7.296999999999999886e+01,6.400000000000000133e-01,8.070000000000000284e+00,0.000000000000000000e+00,2.600000000000000089e-01,1.000000000000000000e+00
1.330000000000000071e+01,3.600000000000000089e+00,1.139999999999999902e+00,7.309000000000000341e+01,5.799999999999999600e-01,8.169999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.315000000000000036e+01,3.609999999999999876e+00,1.050000000000000044e+00,7.323999999999999488e+01,5.699999999999999512e-01,8.240000000000000213e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.403999999999999915e+01,3.580000000000000071e+00,1.370000000000000107e+00,7.207999999999999829e+01,5.600000000000000533e-01,8.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+01,3.600000000000000089e+00,1.360000000000000098e+00,7.298999999999999488e+01,5.699999999999999512e-01,8.400000000000000355e+00,0.000000000000000000e+00,1.100000000000000006e-01,1.000000000000000000e+00
1.272000000000000064e+01,3.459999999999999964e+00,1.560000000000000053e+00,7.320000000000000284e+01,6.700000000000000400e-01,8.089999999999999858e+00,0.000000000000000000e+00,2.399999999999999911e-01,1.000000000000000000e+00
1.280000000000000071e+01,3.660000000000000142e+00,1.270000000000000018e+00,7.301000000000000512e+01,5.999999999999999778e-01,8.560000000000000497e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.288000000000000078e+01,3.430000000000000160e+00,1.399999999999999911e+00,7.328000000000000114e+01,6.899999999999999467e-01,8.050000000000000711e+00,0.000000000000000000e+00,2.399999999999999911e-01,1.000000000000000000e+00
1.285999999999999943e+01,3.560000000000000053e+00,1.270000000000000018e+00,7.320999999999999375e+01,5.400000000000000355e-01,8.380000000000000782e+00,0.000000000000000000e+00,1.700000000000000122e-01,1.000000000000000000e+00
