1.400000000000000000e+02,1.250000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.777779000000000220e-01,6.296300999999999981e-02,6.666667499999999746e-01,3.111111799999999872e-01,6.185184999999999711e+00,7.333333500000000171e+00,7.666666499999999829e+00,3.555555599999999927e+00,3.444444400000000073e+00,4.444444700000000026e+00,-7.888888999999999818e+00,7.777777699999999683e+00,5.456349000000000338e-01,-1.121818200000000099e+00,0.000000000000000000e+00
1.880000000000000000e+02,1.330000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.333333399999999780e-01,2.666667400000000132e-01,5.000000000000000000e-01,7.777773600000000009e-02,6.666666499999999829e+00,8.333334000000000685e+00,7.777777699999999683e+00,3.888888800000000145e+00,5.000000000000000000e+00,3.333333300000000055e+00,-8.333332999999999657e+00,8.444444999999999979e+00,5.385802400000000434e-01,-9.248172599999999743e-01,0.000000000000000000e+00
1.050000000000000000e+02,1.390000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.777778200000000086e-01,1.074074359999999950e-01,8.333332500000000254e-01,5.222221599999999908e-01,6.111111000000000182e+00,7.555555299999999974e+00,7.222222300000000317e+00,3.555555599999999927e+00,4.333333500000000171e+00,3.333333300000000055e+00,-7.666666499999999829e+00,7.555555299999999974e+00,5.326279000000000430e-01,-9.659458399999999445e-01,0.000000000000000000e+00
3.400000000000000000e+01,1.370000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000002000000000058e-01,1.666667300000000129e-01,1.111110999999999960e+00,4.740741800000000117e-01,5.851852000000000054e+00,7.777777699999999683e+00,6.444444700000000026e+00,3.333333300000000055e+00,5.777777699999999683e+00,1.777777799999999964e+00,-7.555555299999999974e+00,7.777777699999999683e+00,5.736331300000000466e-01,-7.442716400000000121e-01,0.000000000000000000e+00
3.900000000000000000e+01,1.110000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.222222700000000550e-01,3.740741599999999889e-01,8.888888999999999818e-01,4.296294999999999975e-01,6.037036999999999765e+00,7.000000000000000000e+00,7.666666499999999829e+00,3.444444400000000073e+00,2.888888800000000145e+00,4.888888999999999818e+00,-7.777777699999999683e+00,7.888888999999999818e+00,5.629188400000000314e-01,-1.175772500000000109e+00,0.000000000000000000e+00
1.600000000000000000e+01,1.280000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,7.777776599999999818e-02,6.666667499999999746e-01,3.111111799999999872e-01,5.555555299999999974e+00,6.888888999999999818e+00,6.666666499999999829e+00,3.111111199999999855e+00,4.000000000000000000e+00,3.333333300000000055e+00,-7.333333500000000171e+00,7.111111000000000182e+00,5.615079400000000387e-01,-9.858107600000000081e-01,0.000000000000000000e+00
2.600000000000000000e+01,6.700000000000000000e+01,9.000000000000000000e+00,1.111111099999999990e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.888903000000000221e-01,2.444444700000000026e+00,3.185184700000000202e+00,2.000000000000000000e+01,1.955555499999999824e+01,2.588888999999999996e+01,1.455555500000000002e+01,-1.333333399999999891e+00,1.766666599999999931e+01,-1.633333400000000069e+01,2.588888999999999996e+01,4.369392000000000276e-01,-1.623202199999999928e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.100000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.722222399999999931e+00,5.351850500000000288e+00,2.666666699999999945e+00,1.022222900000000045e+00,1.792592600000000047e+01,1.888888999999999996e+01,2.144444500000000176e+01,1.344444499999999998e+01,2.888888800000000145e+00,1.055555500000000002e+01,-1.344444499999999998e+01,2.144444500000000176e+01,3.688483200000000073e-01,-1.345095600000000058e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.080000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333333499999999949e+00,8.000002499999999683e-01,1.388888799999999923e+00,9.518516700000000386e-01,1.766666599999999931e+01,1.900000000000000000e+01,2.111111000000000004e+01,1.288888900000000071e+01,4.000000000000000000e+00,1.033333299999999966e+01,-1.433333299999999966e+01,2.111111000000000004e+01,3.887564499999999756e-01,-1.302133299999999938e+00,0.000000000000000000e+00
8.500000000000000000e+01,1.010000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333333399999999891e+00,1.288888100000000092e+00,1.277777699999999905e+00,1.218518100000000048e+00,2.129629699999999914e+01,2.122222100000000111e+01,2.677777899999999889e+01,1.588888900000000071e+01,-2.222222199999999981e-01,1.644444500000000176e+01,-1.622222100000000111e+01,2.677777899999999889e+01,4.047921999999999909e-01,-1.558599199999999962e+00,0.000000000000000000e+00
