2.285872200000000021e+02,1.540257799999999975e+02,-2.696032700000000091e+02,5.797623200000000310e+01,1.045320499999999981e+02,-3.042761099999999885e+01,-5.639005900000000082e+01,-6.815118499999999813e+01,-9.484100300000000061e+01,1.292903599999999926e+02,1.002155499999999932e+01,-4.495647400000000005e+01,-8.848986599999999925e+00,-3.766114799999999718e+01,1.133240499999999962e+01,-4.462185800000000313e+01,-5.754206700000000119e+00,8.221768600000000049e+01,4.983429399999999987e+01,-2.247014799999999823e+01,-4.387684600000000046e+01,-4.375983699999999743e+01,5.529966600000000199e+01,3.549121199999999732e+01,-1.566013700000000064e+00,2.512988500000000158e+01,1.617654999999999887e+01,3.413736999999999711e+01,1.000000000000000000e+00
3.898649199999999837e+02,1.346689399999999921e+02,-1.241305899999999980e+02,2.310857499999999902e+02,-1.023801399999999973e+02,2.527983000000000047e+01,-8.559031099999999981e+01,8.754010800000000359e+01,-6.496929299999999330e+01,8.972134900000000357e+01,-2.794000800000000062e+00,6.498111900000000674e+01,-1.239390500000000017e+01,1.067407299999999992e+02,2.977724800000000016e+01,-7.417436299999999960e+01,-4.486723399999999806e+00,-5.906644299999999959e+01,-1.071387900000000002e+02,1.391475999999999935e+01,2.758346400000000198e+00,7.533554300000000126e+01,-7.228501199999999471e+01,4.521325000000000216e+01,-2.177878199999999964e+01,-4.858888300000000271e+01,1.241594100000000012e+01,-2.030076499999999839e+01,1.000000000000000000e+00
4.404567099999999868e+02,1.024281799999999976e+02,8.259383699999999351e+01,1.721876200000000097e+02,3.723596900000000005e+02,4.594348999999999705e+01,-1.840012499999999989e+02,5.049063300000000254e+01,-5.075644900000000348e+01,-6.495138299999999809e+00,-4.785052499999999753e+01,-2.526228199999999902e+01,-6.553898700000000588e+01,1.716335400000000107e+02,3.679342900000000327e+01,-4.173692900000000350e+01,3.199369300000000038e+01,3.512605899999999792e+01,2.809753000000000167e+00,9.151994899999999689e+01,8.006561400000000717e+00,5.095242100000000107e+01,-1.038246799999999936e+01,2.279840799999999845e+01,-3.586921199999999743e+01,-5.347125400000000184e+01,-5.249882999999999811e+01,4.066131599999999935e+01,1.000000000000000000e+00
3.957976699999999823e+02,4.705433399999999722e+01,-1.475181699999999978e+02,8.831467099999999348e+00,1.550800199999999904e+02,-1.656889600000000087e+02,-6.569809600000000671e+01,3.739436299999999846e+01,-1.677415200000000084e+02,9.107290500000000577e+01,1.164787800000000004e+02,-2.053411200000000214e+00,4.509169899999999842e+01,4.488517200000000429e+00,6.981079800000000546e+01,5.871439699999999817e+01,-7.619683399999999551e+01,5.997835599999999801e+01,2.963517300000000176e+01,1.528489100000000001e+01,-5.976781499999999880e+01,-2.294284100000000137e+01,-2.109747799999999884e+01,3.148262000000000072e+01,-1.119733699999999921e+01,-1.726921499999999909e+01,-1.966652699999999854e+01,1.046003199999999964e+02,1.000000000000000000e+00
4.816586399999999912e+02,1.688691699999999969e+02,6.143676800000000071e+01,4.000777100000000246e+02,-2.638112900000000138e+01,-1.290451799999999878e+02,1.060775600000000054e+02,-1.544785899999999970e+02,4.423164500000000032e+01,1.220104400000000027e+02,5.499545200000000023e+01,-3.401319600000000065e+01,-6.406890300000000593e+01,-1.183180700000000058e+02,2.312856400000000079e+01,4.062879499999999666e+01,3.663792200000000054e+00,-6.426451500000000294e+01,2.461571700000000007e+01,1.978849400000000003e+01,-4.812001800000000173e+01,4.279503100000000160e+01,-1.062822599999999973e+01,5.817360800000000154e+01,-8.362116200000000887e+00,4.447698700000000116e+00,-5.810027900000000045e+01,4.693063000000000073e+01,1.000000000000000000e+00
5.379587599999999838e+02,1.158394399999999962e+02,6.485705300000000229e+00,3.012294200000000046e+02,1.813260299999999958e+01,-7.747735000000000127e+01,-9.138319599999999809e+01,3.099527600000000049e+01,1.775328000000000017e+01,2.910372299999999868e+01,-2.829703100000000049e+01,-2.246003699999999981e+01,-1.052690000000000055e+02,9.864486300000000085e+01,5.322550900000000240e+01,-8.214419900000000041e+01,3.224130699999999905e+00,-2.056150200000000083e+01,-3.422962299999999658e+01,1.019395499999999970e+02,5.338514400000000215e+00,1.086117399999999975e+02,-4.669870399999999933e+01,4.463542999999999950e+01,7.741469500000000004e+00,-7.328121399999999674e+00,-7.396779399999999782e+01,4.841070899999999710e+01,1.000000000000000000e+00
3.794658200000000079e+02,1.622198300000000017e+02,2.244625200000000120e+01,2.755319299999999885e+02,2.108053800000000138e+02,-5.140409499999999809e+01,9.200981299999999408e+01,-1.754994700000000023e+02,3.817573399999999850e+01,9.068250399999999445e+01,4.266228300000000218e+01,-5.090629700000000213e+01,-1.344742300000000057e+01,-1.636693999999999960e+02,9.442834000000000572e+01,3.314525900000000291e+01,7.979706199999999683e+01,-3.259968099999999680e+01,6.114507799999999804e+01,-2.872389700000000090e+01,-6.077848099999999931e+01,-4.090589700000000306e+01,3.648352099999999876e+00,3.704272300000000229e+01,-4.619728400000000335e+01,-4.332057899999999684e+00,-2.760729800000000012e+01,4.883190900000000312e+01,1.000000000000000000e+00
3.517060000000000173e+02,1.199186100000000010e+02,-1.590913099999999929e+02,1.879491399999999999e+02,1.331266799999999932e+02,-1.336988900000000058e+02,-6.140084399999999931e+01,-9.318140999999999963e+01,-4.125278000000000134e+01,7.691791000000000622e+01,-5.918955400000000111e+01,-1.185588400000000036e+02,-5.501909799999999962e+01,-6.028162300000000329e+01,-2.833733000000000146e+01,-4.922532600000000258e+01,9.435869900000000143e+01,6.566277700000000550e+01,6.236305699999999774e+01,2.946758099999999914e+01,-9.703399499999999733e+00,4.507683999999999713e+01,3.985913999999999646e+01,6.644212100000000021e+01,-1.127237099999999970e+01,2.158198600000000056e+01,-1.883599800000000002e+01,-2.470835100000000040e+01,1.000000000000000000e+00
4.137385800000000131e+02,6.033937600000000145e+01,-1.378187399999999911e+02,2.830994200000000092e+02,-1.903477399999999875e+02,-1.405845600000000104e+02,-8.465166899999999828e+01,-4.264045099999999877e+01,-8.027548199999999667e+01,1.467564000000000135e+02,2.068684899999999871e+01,-7.255809399999999698e+01,-1.038035399999999981e+02,3.713753299999999768e+01,3.500332900000000080e+01,-6.138250599999999935e+01,-7.761625700000000450e+01,7.622533599999999865e+01,-9.966525999999999996e+00,2.292136199999999846e+00,-4.906362299999999976e+01,2.535933599999999899e+01,3.680153299999999916e+01,9.001182199999999511e+01,3.866718399999999889e+01,1.465971200000000074e+01,-1.399589300000000058e+01,6.206680200000000092e+00,1.000000000000000000e+00
4.100146100000000047e+02,1.734001499999999965e+02,-4.310884999999999678e+01,3.675240900000000011e+02,-1.207403099999999938e+02,-2.118732300000000066e+02,-1.036963599999999985e+02,5.002182399999999696e+00,4.693516999999999939e+01,8.252981200000000683e+01,-7.839625999999999806e+01,-1.337081900000000019e+02,-1.405290999999999997e+02,7.100781399999999799e+00,7.448582599999999942e+00,-9.649716499999999542e+01,1.944142599999999943e+00,7.594116300000000308e+01,-8.923898400000000564e+00,5.350639699999999976e+01,-1.767095199999999977e+01,1.104372400000000027e+02,-4.567310700000000168e+01,9.634878000000000497e+01,3.614521799999999896e+00,3.452591400000000021e+01,-7.517530399999999702e+01,-3.235775600000000196e+01,1.000000000000000000e+00
