1.525999999999999979e+01,1.483999999999999986e+01,8.709999999999999964e-01,5.762999999999999901e+00,3.311999999999999833e+00,2.221000000000000085e+00,5.219999999999999751e+00,1.000000000000000000e+00
1.488000000000000078e+01,1.457000000000000028e+01,8.810999999999999943e-01,5.554000000000000270e+00,3.333000000000000185e+00,1.018000000000000016e+00,4.956000000000000405e+00,1.000000000000000000e+00
1.428999999999999915e+01,1.408999999999999986e+01,9.050000000000000266e-01,5.291000000000000369e+00,3.337000000000000188e+00,2.698999999999999844e+00,4.825000000000000178e+00,1.000000000000000000e+00
1.383999999999999986e+01,1.393999999999999950e+01,8.954999999999999627e-01,5.323999999999999844e+00,3.379000000000000004e+00,2.258999999999999897e+00,4.804999999999999716e+00,1.000000000000000000e+00
1.614000000000000057e+01,1.499000000000000021e+01,9.033999999999999808e-01,5.658000000000000362e+00,3.561999999999999833e+00,1.354999999999999982e+00,5.174999999999999822e+00,1.000000000000000000e+00
1.438000000000000078e+01,1.421000000000000085e+01,8.951000000000000068e-01,5.386000000000000121e+00,3.311999999999999833e+00,2.462000000000000188e+00,4.956000000000000405e+00,1.000000000000000000e+00
1.468999999999999950e+01,1.449000000000000021e+01,8.799000000000000155e-01,5.562999999999999723e+00,3.258999999999999897e+00,3.585999999999999854e+00,5.219000000000000306e+00,1.000000000000000000e+00
1.410999999999999943e+01,1.409999999999999964e+01,8.911000000000000032e-01,5.419999999999999929e+00,3.302000000000000046e+00,2.700000000000000178e+00,5.000000000000000000e+00,1.000000000000000000e+00
1.662999999999999901e+01,1.546000000000000085e+01,8.747000000000000330e-01,6.052999999999999936e+00,3.464999999999999858e+00,2.040000000000000036e+00,5.876999999999999780e+00,1.000000000000000000e+00
1.644000000000000128e+01,1.525000000000000000e+01,8.880000000000000115e-01,5.884000000000000341e+00,3.504999999999999893e+00,1.969000000000000083e+00,5.533000000000000362e+00,1.000000000000000000e+00
1.525999999999999979e+01,1.484999999999999964e+01,8.696000000000000396e-01,5.714000000000000412e+00,3.241999999999999993e+00,4.543000000000000149e+00,5.314000000000000057e+00,1.000000000000000000e+00
1.402999999999999936e+01,1.416000000000000014e+01,8.796000000000000485e-01,5.437999999999999723e+00,3.201000000000000068e+00,1.717000000000000082e+00,5.001000000000000334e+00,1.000000000000000000e+00
1.389000000000000057e+01,1.401999999999999957e+01,8.880000000000000115e-01,5.439000000000000057e+00,3.198999999999999844e+00,3.986000000000000210e+00,4.738000000000000433e+00,1.000000000000000000e+00
1.377999999999999936e+01,1.406000000000000050e+01,8.759000000000000119e-01,5.479000000000000092e+00,3.156000000000000139e+00,3.136000000000000121e+00,4.871999999999999886e+00,1.000000000000000000e+00
1.374000000000000021e+01,1.405000000000000071e+01,8.743999999999999551e-01,5.482000000000000206e+00,3.113999999999999879e+00,2.931999999999999940e+00,4.825000000000000178e+00,1.000000000000000000e+00
1.458999999999999986e+01,1.427999999999999936e+01,8.992999999999999883e-01,5.350999999999999979e+00,3.333000000000000185e+00,4.184999999999999609e+00,4.780999999999999694e+00,1.000000000000000000e+00
1.399000000000000021e+01,1.383000000000000007e+01,9.183000000000000052e-01,5.118999999999999773e+00,3.383000000000000007e+00,5.233999999999999986e+00,4.780999999999999694e+00,1.000000000000000000e+00
1.568999999999999950e+01,1.475000000000000000e+01,9.058000000000000496e-01,5.527000000000000135e+00,3.513999999999999790e+00,1.598999999999999977e+00,5.046000000000000263e+00,1.000000000000000000e+00
