2.505140000000000100e+01,5.747499999999999609e+00,1.000000000000000000e+00
2.666140000000000043e+01,7.341400000000000148e+00,1.000000000000000000e+00
2.526529999999999987e+01,6.246599999999999930e+00,1.000000000000000000e+00
2.522850000000000037e+01,4.744699999999999918e+00,1.000000000000000000e+00
2.575290000000000035e+01,5.156399999999999650e+00,1.000000000000000000e+00
2.407849999999999824e+01,5.669299999999999784e+00,1.000000000000000000e+00
2.527220000000000155e+01,6.867600000000000371e+00,1.000000000000000000e+00
2.465350000000000108e+01,6.244299999999999962e+00,1.000000000000000000e+00
2.698339999999999961e+01,6.633000000000000007e+00,1.000000000000000000e+00
2.574370000000000047e+01,6.317899999999999849e+00,1.000000000000000000e+00
2.647739999999999938e+01,7.741600000000000037e+00,1.000000000000000000e+00
2.673730000000000118e+01,4.475600000000000023e+00,1.000000000000000000e+00
2.718120000000000047e+01,6.297200000000000131e+00,1.000000000000000000e+00
2.549990000000000023e+01,5.673899999999999721e+00,1.000000000000000000e+00
2.530209999999999937e+01,6.143099999999999561e+00,1.000000000000000000e+00
2.336090000000000089e+01,5.660099999999999909e+00,1.000000000000000000e+00
2.554820000000000135e+01,5.710700000000000109e+00,1.000000000000000000e+00
2.621979999999999933e+01,5.733699999999999797e+00,1.000000000000000000e+00
2.588400000000000034e+01,6.329399999999999693e+00,1.000000000000000000e+00
2.446490000000000009e+01,5.752100000000000435e+00,1.000000000000000000e+00
2.477080000000000126e+01,6.757200000000000095e+00,1.000000000000000000e+00
2.532740000000000080e+01,5.646300000000000097e+00,1.000000000000000000e+00
2.599899999999999878e+01,4.855100000000000193e+00,1.000000000000000000e+00
2.502380000000000138e+01,6.274200000000000443e+00,1.000000000000000000e+00
2.582420000000000115e+01,6.784799999999999720e+00,1.000000000000000000e+00
2.542859999999999943e+01,6.283400000000000318e+00,1.000000000000000000e+00
2.734450000000000003e+01,6.469699999999999562e+00,1.000000000000000000e+00
2.462359999999999971e+01,6.117799999999999905e+00,1.000000000000000000e+00
2.712600000000000122e+01,6.110899999999999999e+00,1.000000000000000000e+00
2.567699999999999960e+01,5.908500000000000085e+00,1.000000000000000000e+00
2.553900000000000148e+01,6.377699999999999925e+00,1.000000000000000000e+00
2.504909999999999926e+01,6.060299999999999798e+00,1.000000000000000000e+00
2.659240000000000137e+01,6.092500000000000249e+00,1.000000000000000000e+00
2.521699999999999875e+01,7.753099999999999881e+00,1.000000000000000000e+00
2.524919999999999831e+01,5.648600000000000065e+00,1.000000000000000000e+00
2.494099999999999895e+01,5.018399999999999750e+00,1.000000000000000000e+00
2.528140000000000143e+01,7.546100000000000030e+00,1.000000000000000000e+00
2.481909999999999883e+01,6.131599999999999717e+00,1.000000000000000000e+00
2.601050000000000040e+01,6.837699999999999889e+00,1.000000000000000000e+00
2.502149999999999963e+01,6.564000000000000057e+00,1.000000000000000000e+00
2.516179999999999950e+01,6.306400000000000006e+00,1.000000000000000000e+00
2.589549999999999841e+01,5.439300000000000246e+00,1.000000000000000000e+00
2.483749999999999858e+01,5.441600000000000215e+00,1.000000000000000000e+00
2.545619999999999905e+01,6.701999999999999957e+00,1.000000000000000000e+00
2.571610000000000085e+01,5.515200000000000102e+00,1.000000000000000000e+00
2.672119999999999962e+01,4.742399999999999949e+00,1.000000000000000000e+00
2.446490000000000009e+01,7.247099999999999653e+00,1.000000000000000000e+00
2.463279999999999959e+01,5.347299999999999720e+00,1.000000000000000000e+00
