3.194999999999999929e+01,7.950000000000000178e+00,3.000000000000000000e+00
3.114999999999999858e+01,7.299999999999999822e+00,3.000000000000000000e+00
3.044999999999999929e+01,6.650000000000000355e+00,3.000000000000000000e+00
2.969999999999999929e+01,6.000000000000000000e+00,3.000000000000000000e+00
2.889999999999999858e+01,5.549999999999999822e+00,3.000000000000000000e+00
2.805000000000000071e+01,5.000000000000000000e+00,3.000000000000000000e+00
2.719999999999999929e+01,4.549999999999999822e+00,3.000000000000000000e+00
2.635000000000000142e+01,4.150000000000000355e+00,3.000000000000000000e+00
2.539999999999999858e+01,3.850000000000000089e+00,3.000000000000000000e+00
2.460000000000000142e+01,3.600000000000000089e+00,3.000000000000000000e+00
2.360000000000000142e+01,3.299999999999999822e+00,3.000000000000000000e+00
2.275000000000000000e+01,3.149999999999999911e+00,3.000000000000000000e+00
2.185000000000000142e+01,3.049999999999999822e+00,3.000000000000000000e+00
2.089999999999999858e+01,3.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+01,2.899999999999999911e+00,3.000000000000000000e+00
1.910000000000000142e+01,3.000000000000000000e+00,3.000000000000000000e+00
1.819999999999999929e+01,3.200000000000000178e+00,3.000000000000000000e+00
1.730000000000000071e+01,3.250000000000000000e+00,3.000000000000000000e+00
1.655000000000000071e+01,3.500000000000000000e+00,3.000000000000000000e+00
1.569999999999999929e+01,3.700000000000000178e+00,3.000000000000000000e+00
1.484999999999999964e+01,4.099999999999999645e+00,3.000000000000000000e+00
1.415000000000000036e+01,4.400000000000000355e+00,3.000000000000000000e+00
1.340000000000000036e+01,4.750000000000000000e+00,3.000000000000000000e+00
1.269999999999999929e+01,5.200000000000000178e+00,3.000000000000000000e+00
1.205000000000000071e+01,5.650000000000000355e+00,3.000000000000000000e+00
1.144999999999999929e+01,6.150000000000000355e+00,3.000000000000000000e+00
1.090000000000000036e+01,6.650000000000000355e+00,3.000000000000000000e+00
1.030000000000000071e+01,7.250000000000000000e+00,3.000000000000000000e+00
9.699999999999999289e+00,7.849999999999999645e+00,3.000000000000000000e+00
9.349999999999999645e+00,8.349999999999999645e+00,3.000000000000000000e+00
8.900000000000000355e+00,9.050000000000000711e+00,3.000000000000000000e+00
8.550000000000000711e+00,9.650000000000000355e+00,3.000000000000000000e+00
8.150000000000000355e+00,1.034999999999999964e+01,3.000000000000000000e+00
7.950000000000000178e+00,1.094999999999999929e+01,3.000000000000000000e+00
7.750000000000000000e+00,1.169999999999999929e+01,3.000000000000000000e+00
7.549999999999999822e+00,1.234999999999999964e+01,3.000000000000000000e+00
7.450000000000000178e+00,1.300000000000000000e+01,3.000000000000000000e+00
7.349999999999999645e+00,1.375000000000000000e+01,3.000000000000000000e+00
7.299999999999999822e+00,1.434999999999999964e+01,3.000000000000000000e+00
7.349999999999999645e+00,1.494999999999999929e+01,3.000000000000000000e+00
7.349999999999999645e+00,1.575000000000000000e+01,3.000000000000000000e+00
7.549999999999999822e+00,1.635000000000000142e+01,3.000000000000000000e+00
7.700000000000000178e+00,1.694999999999999929e+01,3.000000000000000000e+00
7.799999999999999822e+00,1.755000000000000071e+01,3.000000000000000000e+00
8.050000000000000711e+00,1.814999999999999858e+01,3.000000000000000000e+00
8.300000000000000711e+00,1.875000000000000000e+01,3.000000000000000000e+00
8.650000000000000355e+00,1.930000000000000071e+01,3.000000000000000000e+00
8.900000000000000355e+00,1.985000000000000142e+01,3.000000000000000000e+00
9.300000000000000711e+00,2.030000000000000071e+01,3.000000000000000000e+00
9.650000000000000355e+00,2.080000000000000071e+01,3.000000000000000000e+00
1.019999999999999929e+01,2.125000000000000000e+01,3.000000000000000000e+00
1.059999999999999964e+01,2.164999999999999858e+01,3.000000000000000000e+00
1.109999999999999964e+01,2.214999999999999858e+01,3.000000000000000000e+00
1.155000000000000071e+01,2.244999999999999929e+01,3.000000000000000000e+00
1.194999999999999929e+01,2.269999999999999929e+01,3.000000000000000000e+00
1.255000000000000071e+01,2.300000000000000000e+01,3.000000000000000000e+00
1.305000000000000071e+01,2.319999999999999929e+01,3.000000000000000000e+00
1.344999999999999929e+01,2.339999999999999858e+01,3.000000000000000000e+00
